Proj_Own,Spread,Total,L3_Air_Yards,L3_Targets,L3_Rush_Att,L3_Pass_Air_Yards,L3_Pass_Att,L3_CPOE,L3_WOPR,L3_Target_Share,L3_Air_Yards_Share,L3_Rush_Share,Own
1.9,5.5,58,20.33,2.33,0.33,0,0,0,0.2,9.3,8.5,2.4,0
1.4,-4.5,55,3,1.67,0,0,0,0,0.08,5,1.2,0,0
0.9,-3.5,55.5,9.67,1.67,0,0,0,0,0.09,4.9,2.9,0,0
2.1,1,54.5,16.33,2.33,0,0,0,0,0.12,5.9,4.4,0,0
5.6,-3,55,13,2,0,0,0,0,0.09,4.8,3.2,0,2.22
0.6,3,55,10,2,0,0,0,0,0.08,4.5,2.3,0,0
0.4,11,48.5,13.67,1.33,0,0,0,0,0.09,4,4.7,0,2.22
1.6,16.5,49.5,17.33,2.67,0,0,0,0,0.15,7.2,6.1,0,2.38
0.1,7,47,0.33,0.33,7,0,0,0,0.05,3.3,0.4,19.9,0
0.1,-7.5,49.5,0.33,0.33,7,0,0,0,0.05,3.3,0.4,20.2,0
0.2,-14.5,45,0,0,6,0,0,0,0,0,0,21.1,0
0.4,4,44,5.67,1,10,0,0,0,0.16,8.3,5.5,33.5,4.45
0.9,1,48,4.33,1.33,12.33,0,0,0,0.1,6,1.8,34.8,0
0.3,6,50.5,-4,1.67,11.33,0,0,0,0.07,6.1,-3.7,29.3,0
1.7,3.5,53,-2.33,0.33,8.67,0,0,0,0.03,3.3,-2.8,37.3,0
0.3,7,52.5,14,1.67,0,0,0,0,0.1,4.5,4.5,0,0
0.6,1,45,29.67,1.33,0,0,0,0,0.13,4,10.3,0,0
1.3,7,51,60.67,2.67,0,0,0,0,0.24,6.9,18.9,0,0
3.9,-3,55,100.67,6.33,0,0,0,0,0.57,20.3,37.6,0,2.56
7.4,-2.5,55.5,116,5.67,0,0,0,0,0.56,17.9,42.1,0,4.44
3.2,5.5,47,98,5.67,0.33,0,0,0,0.52,17.4,37,4,0
2.1,13.5,47,39,3,0.67,0,0,0,0.25,9.2,16.4,4.1,0
1.6,1.5,52,56,3.67,0.33,0,0,0,0.36,11.4,26.5,4.2,0
1.5,8,50,88,5.33,0,0,0,0,0.51,16.4,38.2,0,0
2,-9.5,55.5,100.67,4.67,0.33,0,0,0,0.49,14,39.7,4.5,0
0.6,-3,44,23.67,2,0,0,0,0,0.15,5.8,8.7,0,0
1.2,9.5,49.5,40,4.33,0.67,0,0,0,0.95,38.2,53.6,4.4,2.22
1.6,5,44.5,61,6,0.33,0,0,0,0.66,25.5,39.6,4.3,2.38
0.4,20,49,15,1.33,0,0,0,0,0.12,4.2,8.1,0,0
0.3,-8.5,47,-2.67,2,6.67,0,0,0,0.08,5.9,-1.7,23.6,0
0.5,3,50,15.67,2.67,0,0,0,0,0.22,9.2,11.2,0,0
0.3,10.5,51,20.33,3.33,0,0,0,0,0.23,9.9,12.3,0,0
0.7,7,52.5,22,4,0,0,0,0,0.2,10,6.7,0,0
1.7,2.5,42.5,15.33,2.67,16.33,0,0,0,0.16,8.7,4.5,63.4,0
0.5,4.5,55.5,-0.33,0.67,8.33,0,0,0,0.06,3.8,-0.1,36.6,0
0.2,2.5,46,2,2.33,2.67,0,0,0,0.1,6.1,0.8,13,0
4.5,-3,47,3.33,1.67,1.67,0,0,0,0.1,5.9,1.9,9.8,0
1.3,3,44,1,3,6,0,0,0,0.19,12.6,0,26.7,0
0.2,-9.5,55.5,-0.33,4,6.67,0,0,0,0.16,10.8,-0.2,29.9,0
4,-5.5,41.5,51,8,0,0,0,0,0.45,19,23.3,0,4.44
3,2,46,60.67,9,0,0,0,0,0.5,22.1,24,0,2.22
13.2,-4.5,45,44.67,6,0,0,0,0,0.32,14.9,13.5,0,15.54
12.2,2.5,45.5,45.33,5,0,0,0,0,0.31,13.3,15.8,0,17.77
9,8,50,71,7.33,0,0,0,0,0.45,19.6,22.7,0,2.22
3.5,-7.5,43,72.67,7.67,0,0,0,0,0.52,23.3,24.7,0,4.76
3.1,2.5,42.5,74.33,7,0,0,0,0,0.38,16.3,18.7,0,6.66
1.6,4.5,42.5,102.67,7.67,0,0,0,0,0.45,17.6,26.2,0,0
1.9,2.5,46,49.33,3.67,0,0,0,0,0.29,11.1,16.9,0,2.22
0.6,-3.5,43.5,83.33,4.67,0.33,0,0,0,0.35,12.5,23.3,4.5,0
0.2,2,45,55.33,4.67,0.33,0,0,0,0.25,10.5,12.7,4.5,0
0.4,-5.5,41,26,4,0,0,0,0,0.2,10.3,6.6,0,0
0.7,6.5,46.5,42,6.33,0,0,0,0,0.32,16.1,11.3,0,2.22
7,3,44,74.67,7.33,0,0,0,0,0.46,18.8,25.7,0,6.66
2,-1,46,63.67,6,0.33,0,0,0,0.43,17.6,23.8,3.2,4.76
1.1,-7.5,49.5,15,2,0,0,0,0,0.15,6.9,6.2,0,2.22
2,4,46.5,19.33,3.67,0,0,0,0,0.22,11.1,7.7,0,0
2.5,-7,49,20.33,4,0,0,0,0,0.24,12.7,7.5,0,0
2.3,4.5,46,26,4.67,0,0,0,0,0.29,15,10,0,0
1.9,-2.5,49.5,21.33,2.67,0,0,0,0,0.2,9.3,8.5,0,0
10.8,-3.5,50,34,3,0.33,0,0,0,0.22,9.5,11.5,5.3,17.77
8.5,-1,46,39.67,3.67,0.33,0,0,0,0.25,11,12.4,5.3,14.28
3.7,-1.5,48,45.67,5.33,0,0,0,0,0.29,13.3,12.6,0,0
0.3,6,43.5,10.33,2.67,0,0,0,0,0.13,6.9,3.6,0,0
0.8,-3,52.5,9.33,2.33,0,0,0,0,0.13,6.7,3.7,0,0
4.8,2.5,53.5,18.33,3,0,0,0,0,0.19,9,8.1,0,0
0.7,2,45,17.67,2.67,0,0,0,0,0.18,8,8,0,0
1,7,49.5,17.33,2.33,0,0,0,0,0.15,6.8,7.3,0,0
3.5,10,51.5,6.33,1.67,0,0,0,0,0.12,6.3,3,0,0
1.1,-6,49.5,14.33,2,0,0,0,0,0.14,6.6,6.2,0,0
0.7,3,50,14.67,2,0,0,0,0,0.14,6.6,6.3,0,0
16,-3.5,50,49,4.33,0,0,0,0,0.3,12.7,15.2,0,11.1
9.8,-1,46,68,5.33,0,0,0,0,0.38,16.1,19.8,0,11.9
1.8,-7,44,-4,2.67,2.33,0,0,0,0.11,8.2,-1.4,11.1,0
6.8,3.5,49,-3,3.67,3.33,0,0,0,0.13,9.2,-1.1,15.7,13.33
0.6,12.5,44,0,3.33,2.67,0,0,0,0.13,8.5,0,17.6,0
0.4,-3.5,43.5,0,4.67,4.67,0,0,0,0.2,13.8,-0.5,28,0
0.8,1,48.5,-2.67,3,5.33,0,0,0,0.16,11.6,-1.5,24.9,0
1.9,7.5,46,2,4,6.33,0,0,0,0.22,14.4,0.3,22.5,0
1.8,-3.5,49,5.33,4.33,4,0,0,0,0.2,12.5,1.9,21.7,0
0.9,1,48,21,5,2.67,0,0,0,0.27,13.8,8.8,15.6,2.22
6,1.5,52,11,4.67,6.33,0,0,0,0.23,13,5.2,21.5,2.22
25.9,3,51.5,0.33,4.33,6.67,0,0,0,0.18,12,0.2,22.5,73.81
8.1,-3.5,50,4,6.67,9.33,0,0,0,0.27,17.4,1.5,36,0
3.1,-2.5,51.5,7,5.67,7.33,0,0,0,0.24,14.7,3.1,29.9,0
0.1,4.5,50,35.33,3.33,0,0,0,0,0.22,9.8,10.9,0,0
0.1,3.5,50.5,26,3.33,0,0,0,0,0.19,8.5,8.5,0,0
0.1,-17,36.5,40,4.33,0,0,0,0,0.2,8.9,9.8,0,0
0.1,1,49.5,6.33,3.33,3.33,0,0,0,0.18,10.8,2.4,16.7,0
0.1,-2.5,46,-1.67,2,5,0,0,0,0.11,8.1,-1.3,18,0
2.2,3,53,11.33,2,0,0,0,0,0.1,5.2,3.4,0,0
2.8,5.5,58,24.33,5,0,0,0,0,0.22,11.5,6.8,0,8.89
5,3.5,56.5,36.33,6.67,0,0,0,0,0.28,14.3,9.7,0,0
4.5,7.5,52,57.67,8,0,0,0,0,0.32,15.3,13.2,0,0
4.3,-1,44.5,33.67,5.33,0,0,0,0,0.22,10.8,8.2,0,0
0.6,-14,44,40.67,5.67,0,0,0,0,0.37,16.6,17,0,0
2.5,7,50,56.33,6.33,0,0,0,0,0.44,19.7,21.3,0,0
4,-3,44,40.33,5.67,0,0,0,0,0.33,15.7,13.7,0,4.76
0.8,4,48.5,89,6.67,0,0,0,0,0.34,14.6,17.8,0,0
0.6,7.5,47,61.67,4.67,0,0,0,0,0.24,10.7,10.8,0,0
0.6,7.5,42.5,73,5,0,0,0,0,0.29,11.9,16.4,0,0
0.1,-3.5,43.5,23,2,0,0,0,0,0.23,8,16.1,0,0
0.1,7.5,46,0.67,0.67,6.33,0,0,0,0.06,3.8,0.3,20.9,0
0.5,1,48,1.33,0.67,7.33,0,0,0,0.04,2.7,0.7,22.4,0
0.3,1.5,52,-2.67,1.33,13,0,0,0,0.05,3.6,-0.8,44.7,0
5.8,3,51.5,-4.67,1.33,7.67,0,0,0,0.04,3.6,-1.6,30.4,9.52
0.2,-3.5,50,-2,2,6,0,0,0,0.07,5.1,-0.6,22.9,0
2.1,1,49.5,25.33,5.33,1,0,0,0,0.26,14.1,7.3,6.8,0
4.7,3,53,48.67,8,1,0,0,0,0.35,17.5,13.2,6.8,0
6.8,2.5,46,64.67,9,0.67,12.67,0.33,-36,0.43,20.7,17.2,8.3,8.89
5.3,2.5,53.5,35,5,0.33,12.67,0.33,-36,0.27,13.5,9.2,4,4.44
1.6,3.5,53,30,3.67,0.33,0,0,0,0.21,10,8.9,4,0
1.1,1,54,39.67,4,0.33,0,0,0,0.26,10.9,14,4,0
3.2,4.5,50,33.33,4.67,0,0,0,0,0.31,12.8,17.1,0,4.44
0.8,3.5,49.5,40.33,5.33,0,0,0,0,0.34,14.7,17.1,0,0
3.2,-3.5,53,45.33,7,0,0,0,0,0.41,20.7,14.7,0,2.38
0.7,-2.5,46,58.33,7.67,0,0,0,0,0.47,21.8,20.7,0,0
6.3,1,49,57.67,8.33,0,0,0,0,0.49,23.5,19.7,0,2.38
28.5,-5.5,41.5,-17.67,6.33,6.33,0,0,0,0.17,14.8,-8,21,80.01
0.4,-4.5,45,10,3.67,9.67,0,0,0,0.17,10,3.1,39.7,0
0.1,2.5,45.5,9.67,2.67,10,0,0,0,0.13,7.6,3.1,40.3,0
0.3,8,50,10,3.33,3.33,0,0,0,0.15,8.7,3.4,15.8,0
0.1,3.5,56.5,54.33,4.67,0,0,0,0,0.26,10.4,14.8,0,0
1,7.5,52,68.33,6.33,0,0,0,0,0.31,12.7,16.9,0,0
0.5,-7,41.5,19.33,1.33,0,0,0,0,0.09,3.7,5.5,0,4.45
1.6,12.5,44,31.33,3.67,0,0,0,0,0.27,10.8,14.8,0,2.22
0.2,-7,48.5,38,5,0,0,0,0,0.39,15.8,21.3,0,0
0.2,9.5,46,41.67,3,0.33,0,0,0,0.26,9.6,16.5,3.6,0
0.6,-9.5,47,41.33,2.67,0.33,0,0,0,0.19,7,11.9,3.6,6.67
5.3,20,49,47,4,0.33,0,0,0,0.39,15.3,22.6,3.6,11.11
3.1,16.5,49.5,14.67,4.67,0,0,0,0,0.32,17.8,7.5,0,21.43
0.4,-2.5,49.5,3,1,0,0,0,0,0.06,3.2,1.4,0,0
0.1,2.5,42.5,62.67,6,0,0,0,0,0.43,17.6,23.2,0,0
0.1,4.5,42.5,47,4.67,0,0,0,0,0.34,14.2,18.5,0,0
0.1,7.5,41.5,14.67,1.67,0,0,0,0,0.1,4.2,4.8,0,0
1.4,7,47,19.33,2,0,0,0,0,0.17,6.7,9.9,0,0
1.3,4,41,27.33,2.33,0,0,0,0,0.21,8.1,12.7,0,0
1.1,-2.5,49.5,7.67,1.67,0,0,0,0,0.15,7.5,6,0,0
0.7,2.5,47,27.33,2.33,0,0,0,0,0.23,8.6,14.1,0,0
9.6,8,48,-5,3.33,8.67,0,0,0,0.15,10.7,-1.7,34,2.22
2.3,-3,44.5,-10.67,4.67,8.67,0,0,0,0.18,13.7,-3.3,31.2,0
0.1,-7.5,48,1.67,0.67,2.33,0,0,0,0.1,6.1,1.9,10.2,0
0.3,16.5,49.5,1.67,0.67,3.67,0,0,0,0.1,6.1,1.9,13.7,0
2.9,1,45,50.67,5,0,0,0,0,0.37,14.9,20.6,0,0
2.8,7,51,58,5.33,0.33,0,0,0,0.37,14.5,21.8,3.3,0
0.2,1.5,52,74.67,6,0.33,0,0,0,0.45,16.7,27.9,3.3,2.22
2.2,8,50,51,5,0,0,0,0,0.38,16.4,19.3,0,6.67
3.1,-9.5,55.5,49,4.67,0,0,0,0,0.35,15,17.7,0,0
2.2,-7,45,0,0,5,354.33,46.67,-1,0,0,0,21.5,0
1.1,2,42.5,0,0,4,219.67,34,1.33,0,0,0,17.2,0
1.2,-1,44.5,0,0,2.67,177.33,33.67,3.67,0,0,0,10.9,0
0.6,1,49,1.33,1,0.33,0,0,0,0.07,4.1,0.9,7.1,0
0.1,4,54,1.67,1.33,0.67,0,0,0,0.11,6.8,1.4,2.7,0
0.3,6,41,129,7.33,0,0,0,0,0.63,20.8,45.8,0,0
0.2,4,46.5,67,5.33,0,0,0,0,0.41,14.7,26.4,0,0
0.3,7.5,44,46.67,5,0,0,0,0,0.34,14,18.1,0,0
2.1,3,50,32.33,5.33,0,0,0,0,0.3,14.5,11.3,0,2.56
0.5,1,51,55,6,0,0,0,0,0.49,20.6,25.8,0,0
0.4,4,44,33.67,4,0,0,0,0,0.35,14.6,19.2,0,0
1.9,-14,44,34,3,0,0,0,0,0.31,11.9,19.3,0,0
1.3,-11,47,20.33,1.67,0,0,0,0,0.1,4,6,0,0
0.6,7.5,46.5,2,3.67,11.33,0,0,0,0.21,13.2,1.8,33.1,0
1.3,4.5,55.5,6.67,3.67,3.33,0,0,0,0.18,10.8,2,10.5,0
1.5,-3,52.5,9,3.67,4,0,0,0,0.18,10.4,3.1,12.7,0
0.9,-7,48.5,12.33,4,3.33,0,0,0,0.22,12.4,4.6,12.6,0
1.5,-3.5,55.5,16.33,4.67,4,0,0,0,0.27,15.2,6.7,14.4,0
19.4,6,49,15,5,4.33,0,0,0,0.25,14,5.5,13.7,33.33
5,3,55.5,7.67,4,11.67,0,0,0,0.2,12.2,2.9,32.5,0
1.6,-1,51,8.67,3.33,11.67,0,0,0,0.18,10.3,3.3,33.8,0
1.2,-2.5,49,11.67,4,5.33,0,0,0,0.2,11.4,4.6,17.2,0
2.5,-3,47,16.67,5,4.67,0,0,0,0.25,13.6,6.7,19.1,0
0.1,6.5,45.5,22.33,3,0,0,0,0,0.19,8.5,9.3,0,0
0.3,2,48,29.33,4,0,0,0,0,0.24,10.9,11.2,0,0
12.4,7,47,81,5.33,0,0,0,0,0.65,23.6,42.7,0,11.11
12.3,-7.5,49.5,71.67,5.33,0,0,0,0,0.59,23,35.5,0,11.1
6.4,-14.5,45,69.33,5.67,0,0,0,0,0.54,22.2,30,0,6.66
7.5,12.5,49,65.67,4.67,0,0,0,0,0.46,18.6,26.5,0,0
8.8,-10.5,46.5,85,6.67,0,0,0,0,0.54,22.6,29.2,0,2.56
2.9,4,44,55.67,5.33,0,0,0,0,0.4,18,19,0,0
2.7,1,48,53,6.33,0,0,0,0,0.46,21.1,21,0,2.22
16.5,3,53,103.67,6.33,0,0,0,0,0.5,17.4,33.8,0,15.55
10.3,5.5,58,124.33,7,0,0,0,0,0.48,16.4,33,0,17.77
6.6,3.5,56.5,106.33,6.33,0,0,0,0,0.41,13.4,29.9,0,4.44
7.6,7.5,52,109,6.33,0,0,0,0,0.36,11.8,25.7,0,11.1
0.8,-1,44.5,77.67,5,0,0,0,0,0.33,10.8,24.3,0,0
0.7,-14,44,60.33,6.67,0,0,0,0,0.42,17.5,21.7,0,0
4.6,7,50,59.33,7,0,0,0,0,0.44,20,20.2,0,4.44
5.7,-3,44,91.33,7.67,0,0,0,0,0.5,19.8,29.2,0,7.14
12.4,6.5,39.5,0,0,0,0,0,0,0,0,0,0,11.11
15.3,-7,41.5,47,7,0,0,0,0,0.44,21.2,17.7,0,17.77
4.1,12.5,44,31.5,5.5,0,0,0,0,0.35,16.9,14.6,0,4.45
3.2,-7,48.5,18.67,4,0,0,0,0,0.26,12.9,9.7,0,6.66
1.8,-9.5,47,19,3.67,0,0,0,0,0.23,12,7.8,0,0
0.5,20,49,12,2.33,0,0,0,0,0.13,7.1,4,0,0
0.5,10,47,10.33,2,0,0,0,0,0.14,7.1,4.6,0,0
0.4,16.5,49.5,17.33,2,0,0,0,0,0.15,7.3,6.2,0,0
3.2,7,48.5,63,6.33,1.33,0,0,0,0.6,24.1,34.5,4.2,11.11
9.1,7.5,46.5,60,5,1,0,0,0,0.49,17.9,30.9,4.1,8.88
1.4,-3,52.5,86.33,5,1,0,0,0,0.49,15.6,36,4.2,0
1.8,-7,48.5,77.33,5,0.33,0,0,0,0.45,14.8,32.2,3.1,0
8.8,-3.5,55.5,64,5,0,0,0,0,0.43,16.6,26.2,0,4.44
4.3,6,49,69.67,6,0,0,0,0,0.43,17.3,23.9,0,2.22
7.4,3,55.5,72.33,6.33,0,0,0,0,0.5,20.9,26.1,0,6.67
3,-1,51,68,6.67,0,0,0,0,0.51,21.5,26.8,0,2.38
1.3,-2.5,49,59.33,6,0.33,0,0,0,0.43,17.1,24.2,2.9,2.22
1.5,-3,47,75,5,0.33,0,0,0,0.42,13.6,30.8,2.9,4.76
2.8,7,47,-2.67,1.67,15.67,0,0,0,0.07,4.9,-1,71.6,0
2.3,7.5,45,3.33,1,15.67,0,0,0,0.06,3.6,1.3,62.8,0
5,4.5,46,4,1,17,0,0,0,0.07,4.1,1.6,52.2,0
4.1,2.5,45.5,4.33,1,20,0,0,0,0.09,4.9,2.4,55.6,0
8.9,-7.5,48.5,3,0.67,19.33,0,0,0,0.09,4.9,2.7,50.5,0
6,4,54,1.33,1.33,19.33,0,0,0,0.13,8.2,1.4,54.4,0
12.5,7,47,0,0,11,203,24.67,2.67,0,0,0,31.8,19.99
8.6,-7.5,49.5,0,0,8,221.33,25.67,10.67,0,0,0,25.8,6.66
2.8,-14.5,45,0,0,9.33,234,29,6,0,0,0,34.1,6.66
6.8,12.5,49,0,0,9.33,256.67,27.33,3.33,0,0,0,33.9,0
5.3,-10.5,46.5,0,0,5.67,299.33,30.67,-3.33,0,0,0,24,0
3.6,4,44,0,0,5.33,273.33,30,-1.67,0,0,0,17.3,4.44
2.9,1,48,0,0,8.33,244,33.33,-8.33,0,0,0,20.9,0
0.3,1,48.5,7,1.67,0,0,0,0,0.13,6.6,3.8,0,0
0.3,-4,46,3,1.67,0,0,0,0,0.12,7.1,2,0,0
0.2,10.5,43,6.67,2,0,0,0,0,0.11,6.2,2.3,0,0
0.2,-7.5,51.5,8.67,2,0,0,0,0,0.1,5.2,3,0,0
0.6,1,48.5,-6.67,3.33,6,0,0,0,0.13,10.9,-4.2,19.6,0
15.5,10,47,-11.33,4.67,11.67,0,0,0,0.18,15.1,-6,39.9,17.78
0.1,2.5,47,-7,6,16.33,0,0,0,0.2,14.9,-2.9,58.1,0
0.2,1,49,-9.33,6.33,13.67,0,0,0,0.2,15.1,-3.6,57.5,0
1.2,4,48.5,5.67,4,12,0,0,0,0.14,9,1,51.6,0
13.1,7.5,47,6.67,3.33,14,0,0,0,0.13,8.2,1.4,58.7,26.66
0.2,-6,42.5,3,3,12.67,0,0,0,0.12,7.7,0.2,54.6,0
12.1,7.5,42.5,3.67,3,12.33,0,0,0,0.14,8.5,1,52.1,55.55
10.2,-3,55,10.33,6,16.67,0,0,0,0.24,14.4,3.9,77.3,7.68
3.4,-3.5,51.5,5.33,5.33,20,0,0,0,0.21,13.2,2.2,80.8,0
1.7,-6,49.5,-3,3.33,7.67,0,0,0,0.12,8.6,-0.8,52.5,0
2.6,-3.5,56,-2.67,2.33,12,0,0,0,0.09,6.1,-0.7,66.1,0
12.1,7,52.5,2,1.67,14,0,0,0,0.07,4.1,0.6,66.1,28.56
9.6,-1.5,48,132.33,10,1,0,0,0,0.66,24.6,41.8,4.3,17.77
3.2,7.5,47,116,9,0.67,0,0,0,0.66,24.1,42.2,4,6.66
9.2,6,43.5,143.67,11.33,0.33,0,0,0,0.83,29.9,53.9,3.4,11.1
20.9,-3,52.5,116.67,8.67,0,0,0,0,0.72,24.4,50.5,0,31.11
17.1,2.5,53.5,101,7.67,0,0,0,0,0.64,21.2,46.1,0,28.87
5,2,45,71,5,0,0,0,0,0.49,15.1,37.4,0,2.56
8.5,7,49.5,84.33,7.33,0,0,0,0,0.6,23.9,34.5,0,22.22
7.8,10,51.5,91.33,7.33,0,0,0,0,0.7,27.4,41.4,0,8.88
8,-6,49.5,57.33,4.67,0,0,0,0,0.43,16.1,27.5,0,8.88
5.8,-3,47,73.33,5.33,0,0,0,0,0.52,18.3,35.2,0,4.44
3.3,7.5,41.5,94.33,8.33,0,0,0,0,0.44,19.1,22.6,0,0
2.1,-5.5,42.5,99,8.33,0,0,0,0,0.48,19.9,25.7,0,0
9.4,-4.5,55,73.33,6.33,0,0,0,0,0.48,18.3,29.4,0,4.44
1.3,8.5,50.5,69,5.67,0,0,0,0,0.41,15,26.2,0,0
5.9,9.5,46,46.33,4,0,0,0,0,0.36,14.4,20.2,0,0
1.6,-3.5,46.5,41.67,3.67,0,0,0,0,0.29,11.9,15.5,0,0
2.4,6,49,41.33,3.33,0,0,0,0,0.35,12.7,23.2,0,2.22
3.3,1,48.5,37,2.67,0,0,0,0,0.31,10.5,22,0,6.66
3.3,-4,46,53.33,3.67,0,0,0,0,0.42,15.1,27.5,0,0
2.6,-7.5,46,56.33,4.67,0,0,0,0,0.4,16.6,21.1,0,9.51
4.3,10.5,43,60,5,0,0,0,0,0.39,15.7,21.5,0,0
5.2,-7.5,51.5,62.33,7,0,0,0,0,0.42,18.4,20.8,0,4.76
11.1,1,49.5,30,2.67,0,0,0,0,0.27,10.7,15.4,0,6.67
7.7,3,53,32.33,3.33,0,0,0,0,0.23,9.6,11.9,0,6.67
10.3,2.5,46,41.33,5.33,0,0,0,0,0.3,13.9,12.7,0,8.89
5,2.5,53.5,53.33,5.67,0,0,0,0,0.33,15.2,14.3,0,2.22
2.2,3.5,53,51.67,5,0,0,0,0,0.31,13.5,15.3,0,7.69
1.8,1,54,55,5.33,0,0,0,0,0.34,14.4,17.2,0,4.44
10.3,4.5,50,36,6,0,0,0,0,0.38,17.2,18.1,0,22.22
6.6,3.5,49.5,42.33,7.33,0,0,0,0,0.45,21,19.2,0,2.22
5.3,-3.5,53,26.67,5.67,0,0,0,0,0.32,17.1,9,0,7.14
2.7,-2.5,46,25.67,6,0,0,0,0,0.31,16.6,9.4,0,0
6.3,1,49,19.67,4.67,0,0,0,0,0.24,12.8,7.5,0,26.19
13.1,1,49.5,142,10.67,0.33,0,0,0,0.63,24.5,37.9,5.3,8.88
14.2,3,53,114.33,12,0.67,0,0,0,0.54,23.6,27.2,5,4.44
15.1,2.5,46,108,10.67,0.33,0,0,0,0.57,24,30.4,4.8,8.89
16.7,2.5,53.5,172.33,9.33,0.33,0,0,0,0.68,24.9,43.8,4.2,15.55
10.6,3.5,53,159.67,9.33,0.33,0,0,0,0.69,25.2,43.9,4.2,7.68
11.9,1,54,95.33,7.33,0.33,0,0,0,0.52,20.1,31.6,2.8,15.54
7.4,3.5,49.5,94.33,8,0.33,0,0,0,0.63,21.7,43.3,2.8,6.67
21.4,-3.5,53,92.67,7.67,0.33,0,0,0,0.62,21,43.7,2.8,28.56
4.8,-2.5,46,100,8.33,0,0,0,0,0.68,22.8,48.1,0,2.22
10.5,1,49,130.33,9.33,0,0,0,0,0.69,25.9,43.3,0,16.65
0.1,-17,36.5,1.67,1.67,4.33,0,0,0,0.06,4.1,0,12,0
1.6,7.5,41.5,-1.33,1.67,15,0,0,0,0.08,5.4,-0.7,49.9,0
0.1,2.5,47,-1,1,12.67,0,0,0,0.06,4.3,-0.9,39.1,0
0.5,4.5,46,27,2.33,0,0,0,0,0.2,8.1,10.6,0,0
0.1,2.5,45.5,22.67,2,0,0,0,0,0.18,7.8,9.1,0,0
1.1,7,47,0,0,1.67,260.67,33.67,-3,0,0,0,7.3,0
1.4,7.5,45,0,0,1,294.67,32.33,3.33,0,0,0,4.1,2.22
3.6,3.5,56.5,0,0,1,258.33,29.67,6.33,0,0,0,3.2,0
1.3,1,48.5,0,0,1,219,26.33,9.67,0,0,0,2.8,0
1.7,3,50,0,0,1.33,256.67,31.33,3.67,0,0,0,3.8,0
2.6,-4.5,50,0,0,1.33,232.67,30.33,-2.67,0,0,0,4.4,0
3.4,1,48,0,0,1,229.33,29,1,0,0,0,5.3,0
1.7,4.5,46,0,0,2.33,158,24.67,-4,0,0,0,15.9,0
1,2.5,45.5,0,0,2.33,174,24.33,-1,0,0,0,14.9,0
2.9,-7.5,48.5,0,0,4,178,23.33,-5.33,0,0,0,14.2,2.38
3.1,4,54,0,0,2.33,220,25.33,3.67,0,0,0,6.2,0
3.5,6.5,39.5,0,0,5,317.33,33.67,-9,0,0,0,18.4,0
4.4,-5.5,42.5,0,0,8.33,278.33,35,-2.33,0,0,0,28.9,2.22
4.8,1.5,46.5,0,0,7,326.67,38.67,2,0,0,0,26.7,4.44
11,-3,53,0,0,6,323.33,41,7.33,0,0,0,22.9,13.33
4.5,-9.5,47,0,0,4,274,34.67,-1,0,0,0,17.9,13.33
3.2,4,41,0,0,6.67,318.33,38,-1,0,0,0,28.4,0
13.6,-3,55,0,0,7.67,248.67,30.33,0,0,0,0,29.5,17.77
11.5,3,55.5,0,0,6.33,271.67,36.33,6.67,0,0,0,26.2,22.21
14,4.5,51,-1.67,0.33,5.67,297.33,38,5.67,0.02,2.1,-1.6,27.2,11.9
0.4,7,48.5,24.33,2.33,0,0,0,0,0.19,7.7,11,0,0
0.9,6.5,39.5,0,0,2,288.33,32.33,-2,0,0,0,6.8,0
0.6,-7,41.5,0,0,1.67,244.67,32.33,-1.67,0,0,0,6.8,0
0.3,12.5,44,0,0,1.67,207.33,32.33,-3.33,0,0,0,6.6,0
0.6,-9.5,47,0,0,2.33,195.67,33.33,-3.33,0,0,0,9.2,0
0.6,-7.5,46,0,0,2,144.33,31,-5,0,0,0,10.4,0
1.9,-7.5,48,0,0,2.33,203.33,30,-4.67,0,0,0,13,2.22
1,16.5,49.5,0,0,1.67,209.67,28.33,-2.67,0,0,0,8.8,2.38
2.1,-5.5,41.5,87.67,9.33,0.67,0,0,0,0.73,31.6,36.4,7.7,2.22
1.2,7.5,46.5,70.33,8,0.67,0,0,0,0.6,25.9,29.7,7.7,2.22
1.7,3,43,56.67,6.33,0.67,0,0,0,0.41,18.2,19.9,7.7,0
0.7,2.5,46,27.67,3.33,0,0,0,0,0.22,10.1,10.5,0,0
1.5,2,48,32.67,4.33,0,0,0,0,0.24,10.5,11.6,0,0
0.4,3,43.5,16.67,3.33,0,0,0,0,0.21,10.1,8.7,0,0
3.2,4,41,51.33,3.33,0.33,0,0,0,0.39,13,27.2,4.5,0
21.8,-2.5,49.5,109,10.67,0,8,0.33,74,1.05,42.1,59.4,0,35.54
8.2,-1,51,82.67,8,0,8,0.33,74,0.74,30.1,40.6,0,2.38
5.6,2.5,47,36,5.33,0,8,0.33,74,0.65,28.1,32.5,0,2.22
4.1,1,45,24.33,3.33,0,0,0,0,0.26,12.1,11.3,0,4.44
0.9,3.5,49,24,2.33,0,0,0,0,0.21,8.8,10.8,0,2.22
1.3,3.5,52.5,20,2.67,0,0,0,0,0.21,10.2,7.7,0,0
15.2,3.5,53,31.67,3.33,0,0,0,0,0.25,11.5,11.8,0,15.38
3.1,5.5,47,34.67,3.67,0,0,0,0,0.25,10.7,12.2,0,2.22
